CONTRACT_ID;ENTITY_NAME;DEPARTMENT;MUNICIPALITY_TYPE;PROCESS_TYPE;CONTRACT_OBJECT;OBJETC_DETAIL;ESTIMATED_COST_ORIG;CONTRACT_VALUE_ORIG;ADDITIONAL_COST_ORIG;FINAL_COST_ORIG;YEAR;CONTRACT_DATE;START_DATE;ORIGINAL_DEADLINE;END_DATE;ID_ADJUDICACION;URLPROCESO;NIT_ENTIDAD;ID_CONTRATISTA;DPTO_MUN_CONTRATISTA;MUNICIPALITY;NOM_CONTRATISTA;ESTIMATED_COST_NORM;CONTRACT_VALUE_NORM;ADDITIONAL_COST_NORM;FINAL_COST_NORM;ADDITIONAL_TIME;FINAL_DEADLINE;PROJECT_INTENSITY_NORM;PROJECT_INTENSITY_ORIG;AWARD_GROWTH_NORM;AWARD_GROWTH_ORIG;COST_DEVIATION_ORIG;COST_DEVIATION_NORM;TIME_DEVIATION;OWNER;REGION;GROUP
14-1-123048-2730575;CAUCA - ALCALDIA MUNICIPIO DE CAJIBIO;CAUCA;TYPE_6;LICITACIÓN PÚBLICA;TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS;MEJORAMIENTO DE LA VIA EL CARMELO ¿ ALTAMIRA EN EL MUNICIPIO DE CAJIBIO ¿ CAUCA ¿ OCCIDENTE;509000000,0;507289744,0;0,0;507289744,0;2014;2014-09-04;2014-09-05;100;2014-12-14;2730575;{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-123048'};890700859-2;10690175;Cauca;Cajibío;JOSE MARINO RENDON MUÑOZ;826,2987012987013;823,5223116883117;0,0;823,5223116883117;0;100;8,235223116883116;5072897,44;-0,003360031434184698;-0,003360031434184676;0,0;0,0;0,0;MUNICIPALITY;PACIFICA;Vias secundarias hasta 2020
15-1-147069-5868529;ANTIOQUIA - ALCALDIA MUNICIPIO DE SAN VICENTE;ANTIOQUIA;TYPE_6;LICITACIÓN PÚBLICA;TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS;PAVIMENTACION DE VIAS URBANAS DEL ANILLO VIAL DEL MUNICIPIO DE SAN     VICENTE FERRER-ANTIOQUIA SEGUNDA ETAPA;931662550,0;932248691,0;122735449,0;1054984140,0;2015;2015-10-23;2015-12-01;90;2016-07-01;5868529;{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-147069'};No Definido;900900954;Antioquia;San Vicente;UNIN TEMPORAL PAVIMENTOS;1445,8951656708311;1446,8048281213626;190,47947388841467;1637,2843020097773;136;226;16,075609201348474;10358318,788888888;0,000629134443581441;0,0006291344435815307;0,13165526557977222;0,13165526557977228;1,511111111111111;MUNICIPALITY;ANDINA;Vias secundarias hasta 2020
18-1-185452-7220852;CASANARE - ALCALDIA MUNICIPIO DE TRINIDAD;CASANARE;TYPE_6;LICITACIÓN PÚBLICA;TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS;"CONSTRUCCION DE PAVIMENTO ARTICULADO (ADOQUIN) DE VIAS URBANAS CARRERA 7 ENTRE CALLES 6 Y 3; CALLE 5 ENTRE CARRERAS 7 Y 8; CALLE 4 ENTRE CARRERAS 7 Y 8; Y CALLE 4A ENTRE CARRERAS 7 Y 8 DEL MUNICIPIO DE TRINIDAD; DEPARTAMENTO DE CASANARE.";1124891853,0;1124889345,0;0,0;1124889345,0;2018;2018-02-27;2018-03-16;120;2018-08-16;7220852;{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-1-185452'};800031874-5;84400445;Casanare;Trinidad;MLAR INGENIERIA EU;1439,8763161734776;1439,8731059006045;0,0;1439,8731059006045;30;150;11,998942549171705;9374077,875;-2,2295476611347316e-06;-2,229547661236373e-06;0,0;0,0;0,25;MUNICIPALITY;ORINOQUIA;Vias secundarias hasta 2020
13-1-105608-2568303;BOYACA - GOBERNACION;BOYACÁ;OTHER;LICITACIÓN PÚBLICA;TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS;"CONSTRUCCION; REHABILITACION Y MEJORAMIENTO  DEL CORREDOR VIAL   PUENTE CAMACHO ¿ JENESANO ¿ TIBANA ¿ CHINAVITA ¿ GARAGOA ¿ LAS JUNTAS  DEL DEPARTAMENTO DE BOYACA";85576740000,0;79456332682,0;17230708171,0;96687040853,0;2014;2014-05-20;2014-05-20;630;2018-03-20;2568303;{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-105608'};891800498;9007323372;Bogotá D.C.;Tunja;CONSORCIO VIAS Y EQUIPOS 2016;138923,27922077922;128987,5530551948;27971,928849025975;156959,48190422077;758;1388;204,74214770665841;126121162,98730159;-0,07151951941614045;-0,07151951941614042;0,21685758188665352;0,21685758188665347;1,2031746031746031;DEPARTMENT_GOVERNMENT;ANDINA;Vias secundarias hasta 2020
14-1-119196-2696382;SANTANDER - ALCALDIA MUNICIPIO DE CHARALA;SANTANDER;TYPE_6;LICITACIÓN PÚBLICA;TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS;"¿MEJORAMIENTO; MANTENIMIENTO Y CONSERVACION DE LA VIA CHARALA CENTRO POBLADO RIACHUELO EN EL MUNICIPIO DE CHARALA DEL DEPARTAMENTO DE SANTANDER¿";178907815,0;178371234,0;0,0;178371234,0;2014;2014-08-14;2014-08-14;45;2014-09-28;2696382;{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-119196'};890205063;9007568345;Santander;Charalá;UNION TEMPORAL CHARAL RIACHUELO;290,4347646103896;289,5636915584416;0,0;289,5636915584416;0;45;6,434748701298702;3963805,2;-0,002999203807838059;-0,0029992038078381317;0,0;0,0;0,0;MUNICIPALITY;ANDINA;Vias secundarias hasta 2020
17-1-169835-6445803;CALDAS - GOBERNACION;CALDAS;OTHER;LICITACIÓN PÚBLICA;TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS;"MEJORAMIENTO MEDIANTE LA CONSTRUCCION DE HUELLAS EN CONCRETO; RED VIAL DEPARTAMENTO DE CALDAS";3189707705,0;524844391,0;0,0;524844391,0;2017;2017-06-23;2017-09-18;60;2017-11-18;6445803;{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-1-169835'};890801052;75056638;Caldas;Manizales;JOHN JAIRO ZULUAGA GIRALDO;4323,755186609499;711,444078149209;0,0;711,444078149209;21;81;11,857401302486815;8747406,516666668;-0,8354569009012065;-0,8354569009012066;0,0;0,0;0,35;DEPARTMENT_GOVERNMENT;ANDINA;Vias secundarias hasta 2020
17-1-173292-6383011;BOYACA - ALCALDIA MUNICIPIO DE SATIVASUR;BOYACÁ;TYPE_6;LICITACIÓN PÚBLICA;TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS;MEJORAMIENTO VIA SECTOR LA SIBERIA VIA LA QUINTA MUNICIPIO DE SATIVASUR DEPARTAMENTO DE BOYACA;239949446,0;239946300,0;59990191,0;299936491,0;2017;2017-06-16;2017-08-01;90;2017-11-01;6383011;{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-1-173292'};800099441-2;6771585;Boyacá;Sativasur;JOSE VICENTE MARIÑO  BECERRA;325,25947755033434;325,2552130423997;81,31870486921136;406,5739179116111;0;90;3,613946811582219;2666070,0;-1,3111095076317315e-05;-1,311109507625202e-05;0,2500150700385878;0,2500150700385879;0,0;MUNICIPALITY;ANDINA;Vias secundarias hasta 2020
15-1-133506-3697922;VALLE DEL CAUCA - ALCALDIA MUNICIPIO DE EL DOVIO;VALLE DEL CAUCA;TYPE_5;LICITACIÓN PÚBLICA;TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS;"¿CONSTRUCCION PAVIMENTOS VIAS URBANAS BARRIOS BENJAMIN PEREA Y HECTOR URDINOLA; Y REPAVIMENTACION DE VIAS CALLE 15 ENTRE CARRERAS  10 Y 12.  CARRERA NOVENA ENTRA CALLES 14 Y 15  EN EL MUNICIPIO DE EL DOVIO VALLE DEL CAUCA¿.";458763046,0;458693176,0;0,0;458693176,0;2015;2015-03-30;2015-05-11;120;2015-09-11;3697922;{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-133506'};800255443;9008341761;Valle del Cauca;El Dovio;CONSORCIO PAVIMENTOS DOVIO 2015;711,9780336773492;711,8695988205168;0,0;711,8695988205168;0;120;5,9322466568376395;3822443,1333333333;-0,00015230084595782036;-0,00015230084595784987;0,0;0,0;0,0;MUNICIPALITY;PACIFICA;Vias secundarias hasta 2020
14-1-115598-3820948;ANTIOQUIA - ALCALDIA MUNICIPIO DE SAN PEDRO;ANTIOQUIA;TYPE_6;LICITACIÓN PÚBLICA;TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS;"MEJORAMIENTO; MANTENIMIENTO Y CONSERVACION DE LAS VIAS SAN PEDRO-ALTO MEDINA Y OVEJAS LA CLARITA MUNICIPIO DE SAN PEDRO DE LOS MILAGROS DEPARTAMENTO DE ANTIOQUIA";675000000,0;449573699,0;0,0;449573699,0;2014;2014-05-30;2014-06-16;150;2014-11-16;3820948;{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-115598'};800100526-3;8001090328;Antioquia;San Pedro de los Milagros;PERFILAR CONSTRUCCIONES SA;1095,7792207792209;729,8274334415585;0,0;729,8274334415585;0;150;4,865516222943723;2997157,993333333;-0,3339648903703704;-0,33396489037037036;0,0;0,0;0,0;MUNICIPALITY;ANDINA;Vias secundarias hasta 2020
15-1-134910-3665746;CAUCA - GOBERNACION;CAUCA;OTHER;LICITACIÓN PÚBLICA;TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS;"CONSTRUCCION DE PAVIMENTO FLEXIBLE EN LA VIA 25ACC01 HIGUERONES ¿ FLORENCIA ENTRE EL PR 0+850 Y EL PR 7+700; MUNICIPIO DE  FLORENCIA;  DEPARTAMENTO DEL CAUCA";13389743754,0;13014248790,0;0,0;13014248790,0;2015;2015-06-19;2015-06-26;270;2016-03-26;3665746;{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-134910'};No Definido;8001862282;Bogotá D.C.;Popayán;INGENIERA DE VAS SA;20780,233962908358;20197,48396058043;0,0;20197,48396058043;0;270;74,80549615029788;48200921,44444445;-0,028043476477122763;-0,02804347647712273;0,0;0,0;0,0;DEPARTMENT_GOVERNMENT;PACIFICA;Vias secundarias hasta 2020
15-1-141220-3904637;CALDAS - ALCALDIA MUNICIPIO DE MANIZALES;CALDAS;TYPE_1;LICITACIÓN PÚBLICA;TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS;"MEJORAMIENTO Y MANTENIMIENTO DE LA VIA ALTO DEL GUAMO HOYO FRIO; CODIGO 47104; MUNICIPIO DE MANIZALES - DEPARTAMENTO DE CALDAS";1147255138,0;1135328417,0;0,0;1135328417,0;2015;2015-09-11;2015-09-11;110;2016-03-29;3904637;{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-141220'};890801053;10243741;Caldas;Manizales;ING JOSE MARIO GIRALDO ENCISO;1780,4844230620004;1761,9747295724374;0,0;1761,9747295724374;90;200;16,01795208702216;10321167,427272728;-0,010395874993239667;-0,010395874993239735;0,0;0,0;0,8181818181818182;MUNICIPALITY;ANDINA;Vias secundarias hasta 2020
15-1-137511-3666348;CUNDINAMARCA - ALCALDIA MUNICIPIO DE TOCANCIPA;CUNDINAMARCA;TYPE_5;LICITACIÓN PÚBLICA;TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS;"ADECUACION; MANTENIMIENTO; MEJORAMIENTO Y REHABILITACION DE LAS VIAS Y ESPACIO PUBLICO EN LA URBANIZACION NUEVO MILENIO DEL MUNICIPIO DE TOCANCIPA";685185089,0;685170270,0;0,0;685170270,0;2015;2015-06-16;2015-06-16;90;2015-12-16;3666348;{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-137511'};800093439-1;9008579007;Cundinamarca;Tocancipá;CONSORCIO UNM 15;1063,3740808566772;1063,3510824862265;0,0;1063,3510824862265;95;185;11,81501202762474;7613003,0;-2,162773276570968e-05;-2,1627732765795783e-05;0,0;0,0;1,0555555555555556;MUNICIPALITY;ANDINA;Vias secundarias hasta 2020
14-1-115513-2504955;ANTIOQUIA - ALCALDIA MUNICIPIO DE BURITICA;ANTIOQUIA;TYPE_6;LICITACIÓN PÚBLICA;TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS;"MANTENIMIENTO Y MEJORAMIENTO DE LA VIA EL CALVARIO - EL TINTO; EN EL MUNICIPIO DE BURITICA ANTIOQUIA";180000000,0;179999259,0;0,0;179999259,0;2014;2014-05-23;2014-06-16;120;2014-10-14;2504955;{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-115513'};891900353-1;98512366;Antioquia;Buriticá;LUIS FERNANDO RIOS RIOS;292,2077922077922;292,2065892857143;0,0;292,2065892857143;0;120;2,435054910714286;1499993,825;-4,116666666522583e-06;-4,1166666666666665e-06;0,0;0,0;0,0;MUNICIPALITY;ANDINA;Vias secundarias hasta 2020
15-1-133514-3493799;CUNDINAMARCA - ALCALDIA MUNICIPIO DE VILLAGOMEZ;CUNDINAMARCA;TYPE_2;LICITACIÓN PÚBLICA;TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS;"MEJORAMIENTO DE LA VIA PACHO ¿ VILLAGOMEZ SECTOR VARIANTE BUENAVISTA ABCISAS K 0+000 A K0+315; K0+405 A K0+605; K1+020 A K1+175 VILLAGOMEZ; CUNDINAMARCA; CENTRO ORIENTE; EN CUMPLIMIENTO DEL CONVENIO ICCU 627 DE 2014.";300000000,0;300000000,0;0,0;300000000,0;2015;2015-03-20;2015-04-13;120;2015-09-13;3493799;{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-133514'};899999447-8;9008318504;Cundinamarca;Villagómez;CONSORCIO CONSTRUCCIONES NACIONALES;465,58547373321954;465,58547373321954;0,0;465,58547373321954;53;173;3,8798789477768296;2500000,0;0,0;0,0;0,0;0,0;0,44166666666666665;MUNICIPALITY;ANDINA;Vias secundarias hasta 2020
