CONTRACT_ID,ENTITY_NAME,DEPARTMENT,MUNICIPALITY_TYPE,PROCESS_TYPE,CONTRACT_OBJECT,OBJETC_DETAIL,ESTIMATED_COST_ORIG,CONTRACT_VALUE_ORIG,ADDITIONAL_COST_ORIG,FINAL_COST_ORIG,YEAR,CONTRACT_DATE,START_DATE,ORIGINAL_DEADLINE,END_DATE,ID_ADJUDICACION,URLPROCESO,NIT_ENTIDAD,ID_CONTRATISTA,DPTO_MUN_CONTRATISTA,MUNICIPALITY,NOM_CONTRATISTA,ESTIMATED_COST_NORM,CONTRACT_VALUE_NORM,ADDITIONAL_COST_NORM,FINAL_COST_NORM,ADDITIONAL_TIME,FINAL_DEADLINE,PROJECT_INTENSITY_NORM,PROJECT_INTENSITY_ORIG,AWARD_GROWTH_NORM,AWARD_GROWTH_ORIG,COST_DEVIATION_ORIG,COST_DEVIATION_NORM,TIME_DEVIATION,OWNER,REGION,GROUP
15-1-150883-6547343,CUNDINAMARCA - ALCALDIA MUNICIPIO DE PASCA,CUNDINAMARCA,TYPE_6,LICITACIÓN PÚBLICA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",MEJORAMIENTO Y CONSTRUCCION DE PLACA HUELLA PARA LA VIA QUE COMUNICA LAS VEREDAS LAZARO FONTE Y JUAN VIEJO DEL MUNICIPIO DE PASCA CUNDINAMARCA.,905104612.0,897221175.0,37358249.0,934579424.0,2015,2015-12-01,2016-08-12,150,2017-01-12,6547343,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-150883'},800074120-5,900916679,Cundinamarca,Pasca,CONSORCIO CONSTRUVIAS PASCA,1404.6785318538061,1392.4438193528363,57.97819352836191,1450.422012881198,0,150,9.282958795685575,5981474.5,-0.0087099732953299,-0.008709973295329977,0.041637725502856084,0.04163772550285598,0.0,MUNICIPALITY,ANDINA,Vias Rurales hasta 2020
18-21-6626-8010998,ANTIOQUIA - ALCALDIA MUNICIPIO DE ANGELOPOLIS,ANTIOQUIA,TYPE_6,LICITACIÓN OBRA PÚBLICA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",MEJORAMIENTO DE LAS VIAS TERCIARIAS LA MIRANDA; CIENAGUITA; EL BARRO; EL NUDILLO Y SANTA BARBARA DEL MUNICIPIO DE ANGELOPOLIS; ANTIOQUIA CON RECURSOS DEL SISTEMA GENERAL DE REGALIAS,1438028850.0,1437418925.0,0.0,1437418925.0,2018,2018-12-04,2019-01-11,180,2019-07-11,8010998,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-21-6626'},890980342-7,900355893,Antioquia,Angelópolis,INGENIERIA Y CONSTRUCCIONES WJ SAS,1840.6957767247536,1839.9150647302629,0.0,1839.9150647302629,0,180,10.221750359612571,7985660.694444444,-0.0004241396130543047,-0.0004241396130543556,0.0,0.0,0.0,MUNICIPALITY,ANDINA,Vias Rurales hasta 2020
15-1-143913-4187646,HUILA - ALCALDIA MUNICIPIO DE SANTA MARIA,HUILA,TYPE_6,LICITACIÓN PÚBLICA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",REHABILITACION DE VIAS MEDIANTE LA CONSTRUCCION DE PLACA HUELLA Y BOX COULVERT EN LA RED VIAL TERCIARIA DEL MUNICIPIO DE SANTA MARIA DEPARTAMENTO DEL HUILA,196251934.0,196160025.0,0.0,196160025.0,2015,2015-10-09,2015-10-09,90,2016-01-07,4187646,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-143913'},891180076,9008918161,Huila,Santa María,CONSORCIO BACHE,304.5734988748351,304.4308605571506,0.0,304.4308605571506,0,90,3.3825651173016733,2179555.8333333335,-0.0004683214994457018,-0.0004683214994457074,0.0,0.0,0.0,MUNICIPALITY,ANDINA,Vias Rurales hasta 2020
16-1-167300-5751474,CASANARE - ALCALDIA MUNICIPIO DE SABANALARGA,CASANARE,TYPE_6,LICITACIÓN PÚBLICA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",REALIZAR EL MANTENIMIENTO Y MEJORAMIENTO DE LAS VIAS TERCIARIAS EN LAS VEREDAS PALMICHAL; GILENA; SAN ANTONIO Y NUEVA ZELANDIA DEL MUNICIPIO DE SABANALARGA; DEPARTAMENTO DE CASANARE,204820914.0,204819916.0,0.0,204819916.0,2017,2017-02-03,2017-03-01,75,2017-05-15,5751474,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=16-1-167300'},800094844-4,8440088988,Casanare,Sabanalarga,INGENIERIA TECNOLOGIA CONSTRUCCION Y VIAS INTECVIAS SAS,277.64158071455586,277.6402278922676,0.0,277.6402278922676,0,75,3.7018697052302345,2730932.2133333334,-4.872549294570595e-06,-4.872549294453397e-06,0.0,0.0,0.0,MUNICIPALITY,ORINOQUIA,Vias Rurales hasta 2020
17-1-177523-9330597,CUNDINAMARCA - ALCALDIA MUNICIPIO DE TAUSA,CUNDINAMARCA,TYPE_6,LICITACIÓN PÚBLICA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",CONTRATAR EL MEJORAMIENTO VIAL DE LA VEREDA SALITRE CON LA CONSTRUCCION DE PLACA HUELLAS SECTOR CUEVAS Y SECTOR CHARNAL Y VEREDA LAGUNITAS SECTOR CHAPETON  MUNICIPIO DE TAUSA CUNDINAMARCA.,478588766.0,478588766.0,35863618.0,514452384.0,2017,2017-09-29,2017-10-30,60,2018-04-30,9330597,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-1-177523'},800012873-7,901117892,Cundinamarca,Tausa,CONSORCIO VIAS TAUSA 2017,648.7430356085057,648.7430356085057,48.614330427521665,697.3573660360273,120,180,10.812383926808428,7976479.433333334,0.0,0.0,0.07493618853560804,0.07493618853560798,2.0,MUNICIPALITY,ANDINA,Vias Rurales hasta 2020
17-1-180802-6669069,VALLE DEL CAUCA - ALCALDIA MUNICIPIO DE EL DOVIO,VALLE DEL CAUCA,TYPE_5,LICITACIÓN PÚBLICA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",MEJORAMIENTO Y MANTENIMIENTO DE LAS VIAS TERCIARIAS ( EL DOVIO- PLAYA RICA ) LA QUINTA- LA PRADERA) MUNICIPIO DE EL DOVIO,782618471.0,782618471.0,0.0,782618471.0,2017,2017-11-07,2017-11-17,60,2018-01-17,6669069,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-1-180802'},800255443,10543754,Valle del Cauca,El Dovio,FRANCISCO JAVIER BLANDON,1060.8654416259894,1060.8654416259894,0.0,1060.8654416259894,0,60,17.68109069376649,13043641.183333334,0.0,0.0,0.0,0.0,0.0,MUNICIPALITY,PACIFICA,Vias Rurales hasta 2020
15-1-148887-5060903,ANTIOQUIA - ALCALDIA MUNICIPIO DE RIONEGRO,ANTIOQUIA,TYPE_2,LICITACIÓN PÚBLICA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",OBRAS DE ESTABILIZACION; MITIGACION Y COMPLEMENTARIAS PARA LA APERTURA Y PUESTA EN FUNCIONAMIENTO DE VIA EN LA VEREDA RANCHERIAS  DEL  MUNICIPIO DE RIONEGRO - ANTIOQUIA,376391228.0,188139473.0,0.0,188139473.0,2015,2015-11-09,2015-11-09,60,2016-01-09,5060903,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-148887'},890204646-3,70106880,Antioquia,Rionegro,CARLOS ALBERTO GOMEZ RUIZ,584.1409606580274,291.9833522154109,0.0,291.9833522154109,0,60,4.866389203590182,3135657.8833333333,-0.5001491559734224,-0.5001491559734225,0.0,0.0,0.0,MUNICIPALITY,ANDINA,Vias Rurales hasta 2020
19-21-9524-8724025,CUNDINAMARCA - ALCALDIA MUNICIPIO DE TIBACUY,CUNDINAMARCA,TYPE_6,LICITACIÓN OBRA PÚBLICA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",MEJORAMIENTO DE LA VIA QUE COMUNICA LA VEREDA ALBANIA A LA VEREDA LA VUELTA SECTOR LOS PINOS DEL MUNICIPIO DE TIBACUY; CUNDINAMARCA,447341468.0,445560591.0,0.0,445560591.0,2019,2019-06-25,2019-07-22,120,2019-12-22,8724025,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-21-9524'},800097176-6,901296044,Bogotá D.C.,Tibacuy,CONSORCIO ALBANIA,540.1917943862937,538.0412780335122,0.0,538.0412780335122,40,160,4.4836773169459345,3713004.925,-0.003981023731070795,-0.00398102373107069,0.0,0.0,0.3333333333333333,MUNICIPALITY,ANDINA,Vias Rurales hasta 2020
15-1-149891-4197228,CORDOBA - ALCALDIA MUNICIPIO DE SAHAGUN,CÓRDOBA,TYPE_2,LICITACIÓN PÚBLICA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",¿CONSTRUCCION DE OBRAS DE DRENAJE EN LA VIA DE LAS BOCAS A LOMA SECA; LAS BOCAS A LOS ROSALES EN LA ZONA RURAL DEL MUNICIPIO DE SAHAGUN¿.,314999661.0,314985856.0,0.0,314985856.0,2015,2015-11-26,2015-12-10,120,2016-04-10,4197228,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-149891'},800096777,9004396443,Córdoba,Sahagún,BULA CONSTRUCCIONES SAS,488.86422130829516,488.84279661674555,0.0,488.84279661674555,0,120,4.073689971806213,2624882.1333333333,-4.382544398989824e-05,-4.382544398992226e-05,0.0,0.0,0.0,MUNICIPALITY,CARIBE,Vias Rurales hasta 2020
19-21-14450-9275227,BOYACA - ALCALDIA MUNICIPIO DE PACHAVITA,BOYACÁ,TYPE_6,LICITACIÓN OBRA PÚBLICA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",MEJORAMIENTO DE VIAS TERCIARIAS EN PACHAVITA; BOYACA,279647078.0,258753841.0,0.0,258753841.0,2019,2019-12-03,2019-12-31,60,2020-03-31,9275227,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-21-14450'},800028461,900612042,Boyacá,Pachavita,LAGOVAL INGENIERIA SAS,337.6907075820296,312.46086417844845,0.0,312.46086417844845,45,105,5.207681069640808,4312564.016666667,-0.0747128743465719,-0.07471287434657194,0.0,0.0,0.75,MUNICIPALITY,ANDINA,Vias Rurales hasta 2020
19-21-8301-8696891,CUNDINAMARCA - ALCALDIA MUNICIPIO DE PAIME,CUNDINAMARCA,TYPE_6,LICITACIÓN OBRA PÚBLICA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",MEJORAMIENTO DE LA VIA QUE CONDUCE DE LA VEREDA LA IRLANDA A LA INSPECCION DE CUATRO CAMINOS SECTOR LA ESCUELA LA IRLANDA DEL MUNICIPIO DE PAIME CUNDINAMARCA,500000000.0,499957949.0,0.0,499957949.0,2019,2019-04-03,2019-05-15,180,2019-11-15,8696891,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-21-8301'},800096610-7,901277674,Cundinamarca,Paime,CONSORCIO LA IRLANDA 2019,603.7801467427269,603.7293676248255,0.0,603.7293676248255,0,180,3.354052042360142,2777544.1611111113,-8.410199999999962e-05,-8.4102e-05,0.0,0.0,0.0,MUNICIPALITY,ANDINA,Vias Rurales hasta 2020
18-21-858-7312239,CUNDINAMARCA - ALCALDIA MUNICIPIO DE SUBACHOQUE,CUNDINAMARCA,TYPE_6,LICITACIÓN OBRA PÚBLICA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",MEJORAMIENTO VIAS RURALES,370203982.0,370189719.0,0.0,370189719.0,2018,2018-04-16,2018-04-30,90,2018-07-30,7312239,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-21-858'},891180191-2,11436534,Cundinamarca,Subachoque,HENRY ANTONIO GARZON AVILA,473.8659493473213,473.8476925203714,0.0,473.8476925203714,0,90,5.26497436133746,4113219.1,-3.852740838421962e-05,-3.8527408384278264e-05,0.0,0.0,0.0,MUNICIPALITY,ANDINA,Vias Rurales hasta 2020
15-1-151375-5648126,BOYACA - ALCALDIA MUNICIPIO DE CHIQUINQUIRA,BOYACÁ,TYPE_6,LICITACIÓN PÚBLICA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",REHABILITACION Y MEJORAMIENTO DE VIAS VEREDALES MEDIANTE LA CONSTRUCCION DE ESTRUCTURA DE PLACA HUELLA EN EL MUNICIPIO  DE CHIQUINQUIRA - BOYACA,2813950706.0,2797137081.0,0.0,2797137081.0,2015,2015-12-04,2016-04-21,90,2016-11-21,5648126,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-151375'},890208098-5,900917596,Bogotá D.C.,Chiquinquirá,CONSORCIO VIAS CHIQUINQUIRA,4367.1152417164585,4341.021309847133,0.0,4341.021309847133,135,225,48.23357010941259,31079300.9,-0.005975095784069436,-0.005975095784069503,0.0,0.0,1.5,MUNICIPALITY,ANDINA,Vias Rurales hasta 2020
16-1-156174-4599060,CORDOBA - ALCALDIA MUNICIPIO DE SAHAGUN,CÓRDOBA,TYPE_2,LICITACIÓN PÚBLICA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",MANTENIMIENTO DE VIAS RURALES DEL MUNICIPIO DE SAHAGUN; DEPARTAMENTO DE CORDOBA.,927800000.0,926430766.0,239991164.0,1166421930.0,2016,2016-04-18,2016-04-20,45,2016-06-04,4599060,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=16-1-156174'},800096777,9009609963,Córdoba,Sahagún,CONSORCIO ALIANZA 2016,1345.7005895961304,1343.7146238695782,348.08822040597283,1691.802844275551,0,45,29.860324974879514,20587350.355555557,-0.001475785729683168,-0.0014757857296831213,0.259049216420345,0.259049216420345,0.0,MUNICIPALITY,CARIBE,Vias Rurales hasta 2020
18-1-195988-8133851,BOYACA - ALCALDIA MUNICIPIO DE SAMACA,BOYACÁ,TYPE_6,LICITACIÓN PÚBLICA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",MEJORAMIENTO DE VIAS CON PLACA HUELLA EN LA VEREDA RUCHICAL SECTOR RINCON SANTO; VEREDA PARAMO CENTRO  SECTOR  CAPILLA Y PARAMO CENTRO VIA ABEJON DEL MUNICIPIO DE SAMACA; BOYACA,1027846719.0,1025607351.0,0.0,1025607351.0,2019,2019-01-23,2019-01-29,240,2019-09-29,8133851,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-1-195988'},800016757,901247222,Boyacá,Samacá,CONSORCIO TRABAJOS DE INGENIERIA SAMACA,1241.1868856537008,1238.4827137743987,0.0,1238.4827137743987,0,240,5.160344640726661,4273363.9625,-0.0021786983979272785,-0.002178698397927172,0.0,0.0,0.0,MUNICIPALITY,ANDINA,Vias Rurales hasta 2020
19-1-206579-9335091,BOYACA - ALCALDIA MUNICIPIO DE BETEITIVA,BOYACÁ,TYPE_6,LICITACIÓN PÚBLICA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",EL MEJORAMIENTO DE VIA TERCIARIA A TRAVES DEL USO DE PLACA HUELLA EN LA VEREDA DIVAQUIA; SECTOR QUEBRADA SECA DEL MUNICIPIO DE BETEITIVA - BOYACA.,284812971.0,284809670.0,0.0,284809670.0,2019,2019-12-09,2019-12-19,30,2020-01-19,9335091,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-1-206579'},890980802-3,7223542,Boyacá,Betéitiva,LUIS ELIECER OCHOA GRIMALDOS,343.928834849224,343.9248486926952,0.0,343.9248486926952,0,30,11.46416162308984,9493655.666666666,-1.159006202709967e-05,-1.1590062027055642e-05,0.0,0.0,0.0,MUNICIPALITY,ANDINA,Vias Rurales hasta 2020
17-1-177453-6550712,CUNDINAMARCA - ALCALDIA MUNICIPIO DE NOCAIMA,CUNDINAMARCA,TYPE_6,LICITACIÓN PÚBLICA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",CONSTRUCCION DE PLACA HUELLA EN CONCRETO EN LAS DIFERENTES VIAS RURALES EN EL MUNICIPIO DE NOCAIMA CUNDINAMARCA,929605162.0,387846213.0,0.0,387846213.0,2017,2017-09-14,2017-10-23,60,2018-01-23,6550712,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-1-177453'},800094713-8,52110306,Cundinamarca,Nocaima,MARTHA JASMIN CASTILLO LUGO,1260.1108040074987,525.7384783053665,0.0,525.7384783053665,30,90,8.762307971756108,6464103.55,-0.5827839292914769,-0.5827839292914769,0.0,0.0,0.5,MUNICIPALITY,ANDINA,Vias Rurales hasta 2020
