CONTRACT_ID,ENTITY_NAME,DEPARTMENT,MUNICIPALITY_TYPE,PROCESS_TYPE,CONTRACT_OBJECT,OBJETC_DETAIL,ESTIMATED_COST_ORIG,CONTRACT_VALUE_ORIG,ADDITIONAL_COST_ORIG,FINAL_COST_ORIG,YEAR,CONTRACT_DATE,START_DATE,ORIGINAL_DEADLINE,END_DATE,ID_ADJUDICACION,URLPROCESO,NIT_ENTIDAD,ID_CONTRATISTA,ESTIMATED_COST_NORM,CONTRACT_VALUE_NORM,ADDITIONAL_COST_NORM,FINAL_COST_NORM,ADDITIONAL_TIME,FINAL_DEADLINE,PROJECT_INTENSITY_NORM,PROJECT_INTENSITY_ORIG,AWARD_GROWTH_NORM,AWARD_GROWTH_ORIG,COST_DEVIATION_ORIG,COST_DEVIATION_NORM,TIME_DEVIATION,OWNER,REGION,GROUP,COST_GROUP_QUANTILE
15-11-4079695-4000676,BOYACA - ALCALDIA MUNICIPIO DE LA CAPILLA,BOYACÁ,TYPE_2,SELECCIÓN ABREVIADA DE MENOR CUANTÍA (LEY 1150 DE 2007),"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",CONSTRUCCION DE PLACA HUELLAS EN LA VEREDA DE BARRO BLANCO ARRIBA SECTOR EL CASCAJAL DEL MUNICIPIO DE LA CAPILLA DEPARTAMENTO DE BOYACA,180000000.0,179998546.0,0.0,179998546.0,2015,2015-08-18,2015-08-27,90,2015-11-25,4000676,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-11-4079695'},899999712-5,9001734966,279.3512842399317,279.34902770233566,0.0,279.34902770233566,0,90,3.103878085581507,1999983.8444444444,-0.000807777777787417,-0.0008077777777777778,0.0,0.0,0.0,MUNICIPALITY,ANDINA,Vias Rurales hasta 2020,4
15-13-3964912-3717938,BOYACA - ALCALDIA MUNICIPIO DE BRICENO,BOYACÁ,TYPE_6,CONTRATACIÓN MÍNIMA CUANTÍA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",MANTENIMIENTO VIAS RURALES DEL MUNICIPIO DE BRICENO (BOY),18000000.0,17999475.0,8472828.0,26472303.0,2015,2015-07-02,2015-07-02,90,2015-12-02,3717938,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-13-3964912'},800099721,7162870 de Tunja,27.93512842399317,27.93431364941414,13.149418794133624,41.08373244354776,60,150,0.3103812627712682,199994.16666666666,-0.002916666666656671,-0.002916666666666667,0.47072639618655543,0.4707263961865553,0.6666666666666666,MUNICIPALITY,ANDINA,Vias Rurales hasta 2020,2
15-11-4075480-4287741,SANTANDER - ALCALDIA MUNICIPIO DE CIMITARRA,SANTANDER,OTHER,SELECCIÓN ABREVIADA DE MENOR CUANTÍA (LEY 1150 DE 2007),"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",ADECUACION DE TABLONERIA DEL PUENTE MONTE OSCURO DEL MUNICIPIO DE CIMITARRA.,24562343.0,24193639.0,0.0,24193639.0,2015,2015-09-01,2015-09-17,60,2015-11-16,4287741,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-11-4075480'},890208363,7251609,38.11956700550943,37.54735625048499,0.0,37.54735625048499,0,60,0.6257892708414164,403227.31666666665,-1.5010945820600252,-1.5010945820600257,0.0,0.0,0.0,DEPARTMENT_GOVERNMENT,ANDINA,Vias Rurales hasta 2020,2
17-12-7098076-6449123,ANTIOQUIA - ALCALDIA MUNICIPIO DE SAN CARLOS,ANTIOQUIA,TYPE_6,CONTRATACIÓN DIRECTA (LEY 1150 DE 2007),"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",DESARROLLO DE ACTIVIDADES DE INTERES CONJUNTO PARA EL MANTENIMIENTO DEL CAMINO VEREDAL SANTA INES-SAN ANTONIO EN EL MARCO DE LA EJECUCION DEL PRESUPUESTO PARTICIPATIVO 2017,5000000.0,5150000.0,0.0,5150000.0,2017,2017-09-22,2017-09-23,30,2017-10-23,6449123,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-12-7098076'},890983740-9,900133164,6.777666774657491,6.980996777897215,0.0,6.980996777897215,0,30,0.23269989259657384,171666.66666666666,2.9999999999999933,3.0,0.0,0.0,0.0,MUNICIPALITY,ANDINA,Vias Rurales hasta 2020,1
19-12-9438705-8590096,CUNDINAMARCA - INSTITUTO DE INFRAESTRUCTURA Y CONCESIONES DE CUNDINAMARCA - ICCU,BOGOTÁ D.C.,OTHER,CONTRATACIÓN DIRECTA (LEY 1150 DE 2007),"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",MEJORAMIENTO DE LA VIA TERCIARIA QUE COMUNICA LA VEREDA CENTRO CON LA VEREDA MINCHA SECTOR ALTO MINCHA MUNICIPIO DE PAIME; CUNDINAMARCA.,100000000.0,100000000.0,0.0,100000000.0,2019,2019-05-21,2019-05-30,210,2019-12-30,8590096,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-12-9438705'},900258711,899999704,120.75602934854537,120.75602934854537,0.0,120.75602934854537,0,210,0.5750287111835494,476190.4761904762,0.0,0.0,0.0,0.0,0.0,DEPARTMENT_GOVERNMENT,ANDINA,Vias Rurales hasta 2020,3
17-12-7193348-6535688,CUNDINAMARCA - INSTITUTO DE INFRAESTRUCTURA Y CONCESIONES DE CUNDINAMARCA - ICCU,BOGOTÁ D.C.,OTHER,CONTRATACIÓN DIRECTA (LEY 1150 DE 2007),"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",MEJORAMIENTO DE LA VIA QUE CONDUCE DE LENGUAZAQUE A VILLAPINZON SECTOR LAS PIEDRAS DEL MUNICIPIO DE LENGUAZAQUE,100000000.0,100000000.0,0.0,100000000.0,2017,2017-10-18,2017-10-30,240,2018-06-30,6535688,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-12-7193348'},900258711,899999330,135.5533354931498,135.5533354931498,0.0,135.5533354931498,0,240,0.5648055645547908,416666.6666666667,0.0,0.0,0.0,0.0,0.0,DEPARTMENT_GOVERNMENT,ANDINA,Vias Rurales hasta 2020,3
18-12-8806237-8008161,CUNDINAMARCA - INSTITUTO DE INFRAESTRUCTURA Y CONCESIONES DE CUNDINAMARCA - ICCU,BOGOTÁ D.C.,OTHER,CONTRATACIÓN DIRECTA (LEY 1150 DE 2007),"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",MEJORAMIENTO DE LA VIA QUE CONDUCE DE LA VEREDA GRAMALOTAL A LA VEREDA CHACARA SETOR DIOMATES DEL MPIO DE BELTRAN,50000000.0,50000000.0,0.0,50000000.0,2018,2018-12-24,2018-12-31,240,2019-08-31,8008161,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-12-8806237'},900258711,800094624,64.00065536671096,64.00065536671096,0.0,64.00065536671096,0,240,0.26666939736129563,208333.33333333334,0.0,0.0,0.0,0.0,0.0,DEPARTMENT_GOVERNMENT,ANDINA,Vias Rurales hasta 2020,2
17-13-6924630-6312403,SANTANDER - ALCALDIA MUNICIPIO DE SAN MIGUEL,SANTANDER,TYPE_6,CONTRATACIÓN MÍNIMA CUANTÍA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",CONTRATO DE OBRA PARA EL DESARROLLO DE ACTIVIDADES DE PERFORACION EN ROCA CON COMPRESOR DE AIRE; COMO APOYO A LA MAQUINARIA AMARILLA DE PROPIEDAD DE LA GOBERNACION DE SANTANDER QUE SE ENCUENTRA ATENDIENDO LA INFRAESTRUCTURA VIAL EN JURISDICCION DEL MUNICIPIO DE SAN MIGUEL - SANTANDER,20605000.0,20605000.0,0.0,20605000.0,2017,2017-08-16,2017-08-18,90,2017-11-18,6312403,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-13-6924630'},891857821-0,900588731,27.930764778363518,27.930764778363518,0.0,27.930764778363518,0,90,0.31034183087070577,228944.44444444444,0.0,0.0,0.0,0.0,0.0,MUNICIPALITY,ANDINA,Vias Rurales hasta 2020,2
19-12-9590366-8729192,CUNDINAMARCA - INSTITUTO DE INFRAESTRUCTURA Y CONCESIONES DE CUNDINAMARCA - ICCU,BOGOTÁ D.C.,OTHER,CONTRATACIÓN DIRECTA (LEY 1150 DE 2007),"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",MEJORAMIENTO DE LA VIA QUE DESDE LA YE DE CHIRCALES CONDUCE AL SITIO EL DIVINO NINO SECTOR CHIRCALES VEREDA VOLCAN DEL MPO DE UBATE,100000000.0,100000000.0,0.0,100000000.0,2019,2019-06-25,2019-06-28,180,2019-12-28,8729192,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-12-9590366'},900258711,899999281,120.75602934854537,120.75602934854537,0.0,120.75602934854537,0,180,0.6708668297141409,555555.5555555555,0.0,0.0,0.0,0.0,0.0,DEPARTMENT_GOVERNMENT,ANDINA,Vias Rurales hasta 2020,3
19-12-8818960-8039471,CUNDINAMARCA - INSTITUTO DE INFRAESTRUCTURA Y CONCESIONES DE CUNDINAMARCA - ICCU,BOGOTÁ D.C.,OTHER,CONTRATACIÓN DIRECTA (LEY 1150 DE 2007),"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",MEJORAMIENTO DE LA VIA QUE COMUNICA A LA VIA MOSQUERA - GIRARDOT CON LA VEREDA CATALAMONTE SECTOR MENDOZA DEL MPIO DE TENA,138000000.0,138000000.0,0.0,138000000.0,2018,2018-12-31,2018-12-31,300,2019-10-31,8039471,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-12-8818960'},900258711,800004574,176.64180881212224,176.64180881212224,0.0,176.64180881212224,0,300,0.5888060293737408,460000.0,0.0,0.0,0.0,0.0,0.0,DEPARTMENT_GOVERNMENT,ANDINA,Vias Rurales hasta 2020,4
18-12-8813063-8016130,CUNDINAMARCA - INSTITUTO DE INFRAESTRUCTURA Y CONCESIONES DE CUNDINAMARCA - ICCU,BOGOTÁ D.C.,OTHER,CONTRATACIÓN DIRECTA (LEY 1150 DE 2007),"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",MEJORAMIENTO DE LA VIA QUE CONDUCE DE LA VEREDA NORUEGA BAJA A LA VEREDA NORUEGA ALTA SECTOR LOS LAGOS DEL MUNICIPIO DE SILVANIA; CUNDINAMARCA,50000000.0,50000000.0,0.0,50000000.0,2018,2018-12-27,2018-12-31,240,2019-08-31,8016130,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-12-8813063'},900258711,8906804370,64.00065536671096,64.00065536671096,0.0,64.00065536671096,0,240,0.26666939736129563,208333.33333333334,0.0,0.0,0.0,0.0,0.0,DEPARTMENT_GOVERNMENT,ANDINA,Vias Rurales hasta 2020,2
17-13-6460796-5905125,ANTIOQUIA - ALCALDIA MUNICIPIO DE BRICENO,ANTIOQUIA,TYPE_6,CONTRATACIÓN MÍNIMA CUANTÍA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",MANTENIMIENTO DE LA VIA A LA VEREDA ALTOS DE CHIRI CON UNA RETROEXCAVADORA TIPO ORUGA PARA REALIZAR LA REMOCION DE DERRUMBES; CONSTRUCCION DE OBRAS DE DRENAJE; AMPLIACION DE CURVAS; DISMINUCION DE PENDIENTES Y OTRAS ACTIVIDADES EN LA VIA EN EL MUNICIPIO DE BRICENO - ANTIOQUIA,11050000.0,11050000.0,4360000.0,15410000.0,2017,2017-04-18,2017-04-18,30,2017-05-18,5905125,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-13-6460796'},890984415,15274482,14.978643571993054,14.978643571993054,5.910125427501332,20.888768999494385,10,40,0.4992881190664351,368333.3333333333,0.0,0.0,0.3945701357466063,0.3945701357466063,0.3333333333333333,MUNICIPALITY,ANDINA,Vias Rurales hasta 2020,1
15-13-4277348-3966862,GUAVIARE - ALCALDIA MUNICIPIO DE MIRAFLORES,GUAVIARE,TYPE_6,CONTRATACIÓN MÍNIMA CUANTÍA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",REALIZACION DE ACTIVIDADES PARA EL MANTENIMENTO PREVENTIVO DE VIAS Y ESPACIOS PUBLICOS DEL CENTRO POBLADO DE LAGOS DEL DORADO EN EL  MUNICIPIO DE MIRAFLORES DEPARTAMENTO DEL GUAVIARE,17950000.0,17501250.0,0.0,17501250.0,2015,2015-09-24,2015-09-24,20,2015-10-14,3966862,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-13-4277348'},800103198,CC 4053605 EXPEDIDA EN BERBERO BOYACA,27.857530845037633,27.161092573911695,0.0,27.161092573911695,0,20,1.3580546286955848,875062.5,-2.4999999999999907,-2.5,0.0,0.0,0.0,MUNICIPALITY,AMAZONIA,Vias Rurales hasta 2020,1
15-13-4268160-4045609,BOYACA - ALCALDIA MUNICIPIO DE CHITA,BOYACÁ,TYPE_6,CONTRATACIÓN MÍNIMA CUANTÍA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",MANTENIMIENTO DE LA VIA CHITA A LOS COLORADOS VEREDA DE LA CORTADERA EN EL  MUNICIPIO DE CHITA - BOYACA,11999421.0,11999421.0,0.0,11999421.0,2015,2015-10-02,2015-10-02,30,2015-11-02,4045609,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-13-4268160'},800074859-0,4103505,18.622520369364477,18.622520369364477,0.0,18.622520369364477,0,30,0.6207506789788159,399980.7,0.0,0.0,0.0,0.0,0.0,MUNICIPALITY,ANDINA,Vias Rurales hasta 2020,1
15-11-4064486-3851458,BOYACA - ALCALDIA MUNICIPIO DE CHIQUINQUIRA,BOYACÁ,TYPE_6,SELECCIÓN ABREVIADA DE MENOR CUANTÍA (LEY 1150 DE 2007),"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",MANTENIMIENTO Y ADECUACION AREAS SENDERO PEATONAL SECTOR SANTA BARBARA DEL MUNICIPIO DE CHIQUINQUIRA BOYACA,65000000.0,64998236.0,0.0,64998236.0,2015,2015-08-19,2015-08-20,75,2015-11-03,3851458,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-11-4064486'},890208098-5,791630891,100.87685264219756,100.87411499961202,0.0,100.87411499961202,0,75,1.344988199994827,866643.1466666666,-0.0027138461538385437,-0.002713846153846154,0.0,0.0,0.0,MUNICIPALITY,ANDINA,Vias Rurales hasta 2020,3
17-12-7174083-6530454,CUNDINAMARCA - INSTITUTO DE INFRAESTRUCTURA Y CONCESIONES DE CUNDINAMARCA - ICCU,BOGOTÁ D.C.,OTHER,CONTRATACIÓN DIRECTA (LEY 1150 DE 2007),"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",MEJORAMIENTO DE LA VIA EL TABLON - NUTRIAS SECTOR ESCUELA EL TABLON DEL MUNICIPIO DE SUSA CUNDINAMARCA,50000000.0,50000000.0,0.0,50000000.0,2017,2017-10-10,2017-10-30,240,2018-06-30,6530454,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-12-7174083'},900258711,899999700,67.7766677465749,67.7766677465749,0.0,67.7766677465749,0,240,0.2824027822773954,208333.33333333334,0.0,0.0,0.0,0.0,0.0,DEPARTMENT_GOVERNMENT,ANDINA,Vias Rurales hasta 2020,2
17-13-6892375-6324562,CAUCA - ALCALDIA MUNICIPIO DE GUACHENE,CAUCA,TYPE_6,CONTRATACIÓN MÍNIMA CUANTÍA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",MANTENIMIENTO DE CANAL DE LA VEREDA SABANETAS HACIA LA SEQUIA,17597061.0,16800000.0,0.0,16800000.0,2017,2017-08-10,2017-08-10,15,2017-08-25,6324562,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-13-6892375'},No Definido,900584620,23.853403134264223,22.77296036284917,0.0,22.77296036284917,0,15,1.518197357523278,1120000.0,-4.529512058860281,-4.529512058860283,0.0,0.0,0.0,MUNICIPALITY,PACIFICA,Vias Rurales hasta 2020,1
15-12-3977331-3689550,CUNDINAMARCA - INSTITUTO DE INFRAESTRUCTURA Y CONCESIONES DE CUNDINAMARCA - ICCU,BOGOTÁ D.C.,OTHER,CONTRATACIÓN DIRECTA (LEY 1150 DE 2007),"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",MEJORAMIENTO DE LA VIA DEL AVEREDAPAYANDE SECTOR NOE Y SECTOR EL VERGEL,100000000.0,100000000.0,0.0,100000000.0,2015,2015-06-24,2015-06-24,120,2015-10-24,3689550,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-12-3977331'},900258711,8999993122,155.19515791107318,155.19515791107318,0.0,155.19515791107318,0,120,1.2932929825922765,833333.3333333334,0.0,0.0,0.0,0.0,0.0,DEPARTMENT_GOVERNMENT,ANDINA,Vias Rurales hasta 2020,3
16-13-5687458-5259319,BOYACA - ALCALDIA MUNICIPIO DE SORACA,BOYACÁ,TYPE_6,CONTRATACIÓN MÍNIMA CUANTÍA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",MANTENIMIENTO DE LAS VIAS RURALES DEL MUNICIPIO DE SORACA,19283222.0,19238271.0,0.0,19238271.0,2016,2016-10-24,2016-10-24,30,2016-11-24,5259319,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=16-13-5687458'},800019277-9,6775076,27.96878984125142,27.903591967568588,0.0,27.903591967568588,0,30,0.9301197322522863,641275.7,-0.23310938389859504,-0.23310938389860367,0.0,0.0,0.0,MUNICIPALITY,ANDINA,Vias Rurales hasta 2020,2
